task_id	task_type	premise_type	premise	hypothesis	label
heatPotato-mxnx11k8-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	The robot failed to perform heat potato because it failed to execute (pick_up, Potato).	N
boilWater-sw4hqghb-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner.	The robot fails because it move to fourth stove burner before doing - pick up pot	C
toastBread-rf9sco5l-autogen_dropped_c	toast bread	observation	Robot attempts to move to toaster. Robot sees bread slice is inside robot gripper, fridge (closed), garbage can is inside fridge, toaster beside shelf.	bread slice was dropped by the robot.	C
heatPotato-ubwuucme-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	The robot failed to perform (pick_up, Potato) because remote control is blocking potato	N
heatPotato-sc121uzh-autogen_blocking_c	heat potato	observation	Robot attempts to pick up potato. Robot sees nothing is inside robot gripper, fridge (closed), potato is on top of fridge.	Robot could not pick up potato because fridge is blocking potato	C
makeCoffee-co932dea-autogen_action-failed_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine.	Failed to do (put_in, Mug, CoffeeMachine)	N
toastBread-o0wlsd9m-autogen_missing_e	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees nothing is inside robot gripper, egg (not sliced and not cracked), pan is on the right of kettle, pan is on top of first countertop, egg is on top of second countertop, pan (clean), second countertop is on the right of boots.	The robot failed because the step of pick up knife is missing before put knife on second countertop	E
cookEgg-9_gt_step_44_gt_exp	cook egg	observation	Robot attempts to pick up pan. Robot sees egg is inside robot gripper, pan (clean), pan is on the left of salt shaker, pan is on the right of kettle, pan is on the left of pepper shaker, pan is on the left of spatula, pan is on top of first countertop.	The robot did not put down the egg in its gripper before trying to pick up the pan.	E
heatPotato-9kz2gnmg-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	Wrong plan - pick up plate after move to microwave	C
boilWater-43vgddwu-autogen_missing_c	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees fourth stove burner is on the right of cup.	The robot failed because there is no pick up pot action in the plan before put pot on fourth stove burner.	N
makeCoffee-j87cq0qs-autogen_blocking_e	make coffee	observation	Robot attempts to pick up mug. Robot sees fridge (closed), nothing is inside robot gripper, fridge is on top of mug.	The robot failed to perform (pick_up, Mug) because fridge is blocking mug	E
boilWater-m5yhdcjt-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	pot is being blocked by laptop	N
heatPotato-drm6hivp-autogen_missing_c	heat potato	observation	Robot attempts to put potato on plate. Robot sees potato is on top of pan, pan is on the left of knife, pan is on the left of tomato, pan is on top of first countertop, pan (clean), plate is on the right of plunger.	Robot failed to execute - pick up potato) because it did not do put potato on plate before executing it.	N
boilWater-dcipcv4a-autogen_missing_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner, put pot on fourth stove burner.	Robot failed to execute - pick up pot) because it did not do put pot on fourth stove burner before executing it.	C
heatPotato-9urnlm3m-autogen_missing_c	heat potato	observation	Robot attempts to put plate on countertop. Robot sees nothing is inside robot gripper, plate is inside robot gripper, plate is on top of Toaster.	The robot failed because the step of pick up plate is missing before put plate on countertop	C
heatPotato-ridjqp07-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	The robot failed to perform heat potato because did not pick_up plate	N
waterPlant-7_pred_step_36_reflect_exp	water plant	plan	To water plant, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, toggle on faucet, toggle off faucet, move to pot, pick up pot, move to house plant, pour liquid from pot into house plant.	The robot plan failed because there was no step in the plan to actually fill the pot with water from the faucet before pouring it into the house plant.	C
heatPotato-sluz8cgj-autogen_dropped_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	Robot failed to keep plate in the gripper while moving to microwave.	N
makeCoffee-gkhkbpya-autogen_blocking_e	make coffee	observation	Robot attempts to pick up mug. Robot sees egg (not sliced and not cracked), nothing is inside robot gripper, mug is below egg.	mug is being blocked by egg	E
toastBread-zoj6q6uz-autogen_wrong_order_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop.	Wrong plan - slice bread after put knife on second countertop	C
makeCoffee-1_pred_step_22_reflect_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink.	The robot failed to put the mug on the sink. the failure was caused by dropping something, which could have been the mug, while moving to the sink.	N
makeCoffee-3719yqth-autogen_missing_e	make coffee	observation	Robot attempts to put mug on countertop. Robot sees nothing is inside robot gripper, bowl is on the left of fork, bowl is on the left of spoon, bowl is on top of dining table, countertop is on the left of towel holder.	The robot failed because the step of pick up mug is missing before put mug on countertop	E
makeCoffee-s5vfnkzq-autogen_wrong_order_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, pick up mug, turn off coffee machine.	Wrong plan - turn off coffee machine after pick up mug	E
cookEgg-1_gt_step_35_gt_exp	cook egg	observation	Robot attempts to move to pan. Robot sees nothing is inside robot gripper, pan (clean), pan is on the left of salt shaker, pan is on the left of pepper shaker, pan is on the left of spatula, pan is on top of first countertop.	Dropped egg while moving	E
toastBread-piwdgkqh-autogen_wrong_order_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, turn on toaster, put bread slice in toaster.	Wrong plan - put bread slice in toaster after turn on toaster	E
makeCoffee-htdoenwx-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet.	The robot fails because it turn off faucet before doing - turn on faucet	C
waterPlant-6_pred_step_56_reflect_exp	water plant	observation	Robot attempts to pour liquid from bowl into house plant. Robot sees bowl is inside robot gripper, house plant (empty), house plant is on top of third countertop.	The failure occurred at 00:56 when the robot attempted to pour liquid from the bowl into the house plant, but the bowl was still inside the robot gripper. the failure was caused by the robot's inability to release the bowl before pouring the liquid.	N
toastBread-lawfvgxv-autogen_blocking_e	toast bread	observation	Robot attempts to pick up bread slice. Robot sees bowl is inside fridge, fridge (closed), nothing is inside robot gripper, fridge is on top of bread slice.	The robot failed to perform (pick_up, BreadSliced) because fridge is blocking bread slice	E
makeCoffee-ngbqpnai-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The robot failed to perform make coffee because did not pick_up mug	N
makeCoffee-nucdjv33-autogen_action-failed_e	make coffee	observation	Robot attempts to pick up mug. Robot sees nothing is inside robot gripper, television (turned off), television is above tv stand, laptop (closed and turned off), mug is above PaintingHanger.	The robot failed to complete make coffee because it failed to execute (pick_up, Mug)	E
makeCoffee-1_pred_step_22_reflect_exp	make coffee	observation	Robot attempts to put mug on sink. Robot sees nothing is inside robot gripper.	The robot failed to put the mug on the sink. the failure was caused by dropping something, which could have been the mug, while moving to the sink.	E
heatPotato-5r7lrryh-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate, put plate in microwave, close microwave, turn on microwave.	The robot fails because it turn on microwave before doing - close microwave	C
toastBread-97w0xpeh-autogen_missing_c	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees faucet (turned off), second countertop is on the left of glass bottle.	The robot failed because the step of pick up knife is missing before put knife on second countertop	N
heatPotato-jgvujd22-autogen_blocking_c	heat potato	observation	Robot attempts to pick up potato. Robot sees pot is on the left of potato, pan is on top of pot, pot is on top of third countertop, pot (empty and clean), nothing is inside robot gripper, potato is on top of pot.	potato is being blocked by pot	C
